YEAR,MONTH,DAY,ANIMAL (Specific),ANIMAL (Gen),IS_MAMMAL,TOWN,ROUTE,MILE_MARKER,SEASON,DAY_COUNTER,COLLISION_COUNTER
2004,10,14,Cat,Cat,TRUE,HIGHGATE,VT 78,3.2,Fall,288,499
2004,10,14,Other,Other,TRUE,MONTPELIER,I 89,53,Fall,288,500
2004,10,14,Raccoon,Raccoon,TRUE,WINDSOR,I 91,57.5,Fall,288,501
2004,10,14,Skunk,Skunk,TRUE,HIGHGATE,VT 78,3,Fall,288,502
2004,10,14,Other,Other,FALSE,MIDDLESEX,I 89,59,Fall,288,503
2004,10,14,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,128.6,Fall,288,504
2004,10,14,Skunk,Skunk,TRUE,SWANTON,VT 78,7.8,Fall,288,505
2004,10,14,Skunk,Skunk,TRUE,HIGHGATE,I 89,129,Fall,288,506
2004,10,15,Fox,Fox,TRUE,ROCKINGHAM,I 91,34,Fall,289,507
2004,10,15,Rabbit,Rabbit,TRUE,SOUTH HERO,VT 314,1.4,Fall,289,508
2004,10,15,Bear,Bear,TRUE,ROYALTON,I 89,16.25,Fall,289,509
2004,10,15,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,6.8,Fall,289,510
2004,10,15,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,33.4,Fall,289,511
2004,10,15,Bear,Bear,TRUE,SPRINGFIELD,I 91,41.1,Fall,289,512
2004,10,15,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,32.8,Fall,289,513
2004,10,15,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,33,Fall,289,514
2004,10,15,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,33,Fall,289,514.1
2004,10,15,Coyote,Coyote,TRUE,BRATTLEBORO,I 91,11.9,Fall,289,515
2004,10,18,Rabbit,Rabbit,TRUE,ALBURG,US 2,1,Fall,292,516
2004,10,18,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,124.9,Fall,292,517
2004,10,18,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,6.2,Fall,292,518
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,I 89,112.6,Fall,292,519
2004,10,18,Raccoon,Raccoon,TRUE,SWANTON,US 7,2,Fall,292,520
2004,10,18,Skunk,Skunk,TRUE,SWANTON,US 7,3.6,Fall,292,521
2004,10,18,Skunk,Skunk,TRUE,FAIRFIELD,VT 36,7.2,Fall,292,522
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,5.47,Fall,292,523
2004,10,18,Skunk,Skunk,TRUE,SHELDON,VT 105,2.8,Fall,292,524
2004,10,18,Raccoon,Raccoon,TRUE,GEORGIA,VT 104A,1.2,Fall,292,525
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,I 89,113.1,Fall,292,526
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,1.4,Fall,292,527
2004,10,18,Raccoon,Raccoon,TRUE,MILTON,I 89,101.5,Fall,292,528
2004,10,18,Skunk,Skunk,TRUE,SHELDON,VT 78,0.2,Fall,292,529
2004,10,18,Raccoon,Raccoon,TRUE,GEORGIA,I 89,105.85,Fall,292,530
2004,10,18,Bird - Owl,Bird,FALSE,HIGHGATE,I 89,124,Fall,292,531
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,0.023,Fall,292,532
2004,10,18,Raccoon,Raccoon,TRUE,MILTON,US 2,2.6,Fall,292,533
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,VT 104,0.4,Fall,292,534
2004,10,18,Porcupine,Porcupine,TRUE,BAKERSFIELD,VT 36,1,Fall,292,535
2004,10,19,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.2,Fall,293,536
2004,10,19,Coyote,Coyote,TRUE,WESTMINSTER,I 91,23.95,Fall,293,537
2004,10,19,Raccoon,Raccoon,TRUE,HIGHGATE,VT 78,4.66,Fall,293,538
2004,10,19,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62,Fall,293,539
2004,10,21,Skunk,Skunk,TRUE,HIGHGATE,I 89,124.35,Fall,295,540
2004,10,21,Deer - Adult Doe,Deer,TRUE,ALBURG,US 2,1.3,Fall,295,541
2004,10,21,Skunk,Skunk,TRUE,SWANTON,VT 78,8,Fall,295,542
2004,10,22,Raccoon,Raccoon,TRUE,WEST WINDSOR,VT 44,0.2,Fall,296,543
2004,10,22,Deer - Adult Unknown,Deer,TRUE,BRATTLEBORO,I 91,7.4,Fall,296,544
2004,10,22,Fox,Fox,TRUE,CHESTER,VT 11,3.4,Fall,296,545
2004,10,25,Muskrat,Muskrat,TRUE,SWANTON,I 89,118,Fall,299,546
2004,10,25,Raccoon,Raccoon,TRUE,SHARON,I 89,10.25,Fall,299,547
2004,10,25,Skunk,Skunk,TRUE,HIGHGATE,I 89,129,Fall,299,548
2004,10,25,Deer - Adult Unknown,Deer,TRUE,ALBURG,US 2,2.9,Fall,299,549
2004,10,25,Raccoon,Raccoon,TRUE,SHELDON,VT 105,1.2,Fall,299,550
2004,10,25,Raccoon,Raccoon,TRUE,ALBURG,US 2,1,Fall,299,551
2004,10,25,Raccoon,Raccoon,TRUE,SOUTH HERO,VT 314,1.4,Fall,299,552
2004,10,26,Deer - Adult Unknown,Deer,TRUE,RANDOLPH,VT 12,1,Fall,300,553
2004,10,27,Deer - Fawn Doe,Deer,TRUE,BARNET,I 91,120.2,Fall,301,554
2004,10,28,Deer - Adult Doe,Deer,TRUE,LUNENBURG,US 2,4.8,Fall,302,555
2004,10,29,Raccoon,Raccoon,TRUE,ALBURG,US 2,9.6,Fall,303,556
2004,10,29,Deer - Adult Doe,Deer,TRUE,PUTNEY,I 91,22.85,Fall,303,557
2004,10,29,Deer - Adult Buck,Deer,TRUE,NORWICH,I 91,75.7,Fall,303,558
2004,10,29,Other,Other,TRUE,RICHMOND,I 89,74,Fall,303,559
2004,10,29,Deer - Adult Doe,Deer,TRUE,MIDDLESEX,I 89,55,Fall,303,560
2004,10,29,Deer - Adult Buck,Deer,TRUE,MIDDLESEX,I 89,57,Fall,303,561
2004,10,29,Other,Other,FALSE,MIDDLESEX,I 89,59,Fall,303,562
2004,11,1,Deer - Adult Buck,Deer,TRUE,NORWICH,I 91,78.35,Fall,306,563
2004,11,1,Squirrel,Squirrel,TRUE,HARTLAND,US 5,5.5,Fall,306,564
2004,11,1,Raccoon,Raccoon,TRUE,SWANTON,I 89,122.7,Fall,306,565
2004,11,1,Deer - Fawn Doe,Deer,TRUE,THETFORD,I 91,83.25,Fall,306,566
2004,11,1,Raccoon,Raccoon,TRUE,SWANTON,I 89,121.75,Fall,306,567
2004,11,1,Moose,Moose,TRUE,SHEFFIELD,I 91,146,Fall,306,568
2004,11,2,Squirrel,Squirrel,TRUE,HARTLAND,I 91,62,Fall,307,569
2004,11,2,Fox,Fox,TRUE,HIGHGATE,US 7,4.6,Fall,307,570
2004,11,2,Deer - Adult Doe,Deer,TRUE,LONDONDERRY,VT 11,1,Fall,307,571
2004,11,3,Otter,Otter,TRUE,IRA,US 4,10.85,Fall,308,572
2004,11,3,Coyote,Coyote,TRUE,WESTMINSTER,I 91,23.7,Fall,308,573
2004,11,3,Beaver,Beaver,TRUE,BROOKFIELD,I 89,35,Fall,308,574
2004,11,4,Fox,Fox,TRUE,ROCKINGHAM,I 91,37.55,Fall,309,575
2004,11,4,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,55.35,Fall,309,576
2004,11,4,Fox,Fox,TRUE,ROCKINGHAM,I 91,37.55,Fall,309,577
2004,11,5,Fisher,Fisher,TRUE,SPRINGFIELD,I 91,44,Fall,310,578
2004,11,5,Deer - Adult Buck,Deer,TRUE,DUMMERSTON,I 91,14.15,Fall,310,579
2004,11,5,Coyote,Coyote,TRUE,PUTNEY,I 91,18.95,Fall,310,580
2004,11,8,Bear,Bear,TRUE,SPRINGFIELD,I 91,44.8,Fall,313,581
2004,11,8,Beaver,Beaver,TRUE,EAST MONTPEL,VT 14,0.55,Fall,313,582
2004,11,8,Squirrel,Squirrel,TRUE,HARTLAND,US 5,4,Fall,313,583
2004,11,8,Deer - Adult Doe,Deer,TRUE,WESTMINSTER,I 91,23.8,Fall,313,584
2004,11,8,Fisher,Fisher,TRUE,HIGHGATE,VT 78,6.6,Fall,313,585
2004,11,8,Deer - Adult Unknown,Deer,TRUE,ROCKINGHAM,I 91,36.2,Fall,313,586
2004,11,8,Raccoon,Raccoon,TRUE,SWANTON,I 89,122.5,Fall,313,587
2004,11,9,Beaver,Beaver,TRUE,ALBURG,VT 129,0.051,Fall,314,588
2004,11,9,Beaver,Beaver,TRUE,ALBURG,US 2,5.47,Fall,314,589
2004,11,9,Deer - Adult Buck,Deer,TRUE,FAIRLEE,I 91,93.35,Fall,314,590
2004,11,9,Deer - Adult Doe,Deer,TRUE,BROOKFIELD,I 89,37.9,Fall,314,591
2004,11,9,Squirrel,Squirrel,TRUE,WINDSOR,VT 44,0.2,Fall,314,592
2004,11,10,Deer - Adult Unknown,Deer,TRUE,ST. JOHNSBUR,I 93,9,Fall,315,593
2004,11,10,Coyote,Coyote,TRUE,DERBY,I 91,169,Fall,315,594
2004,11,10,Coyote,Coyote,TRUE,THETFORD,I 91,87,Fall,315,595
2004,11,11,Deer - Fawn Doe,Deer,TRUE,BERLIN,I 89,46.5,Fall,316,596
2004,11,15,Deer - Adult Unknown,Deer,TRUE,BARRE TOWN,US 302,0.057,Fall,320,597
2004,11,15,Deer - Adult Doe,Deer,TRUE,LONDONDERRY,VT 11,3,Fall,320,598
2004,11,15,Bird - Owl,Bird,FALSE,LONDONDERRY,VT 11,0.5,Fall,320,599
2004,11,16,Deer - Adult Unknown,Deer,TRUE,WATERFORD,I 93,8.8,Fall,321,600
2004,11,16,Deer - Adult Unknown,Deer,TRUE,SWANTON,I 89,122.6,Fall,321,601
2004,11,16,Muskrat,Muskrat,TRUE,SWANTON,VT 78,1.6,Fall,321,602
2004,11,16,Muskrat,Muskrat,TRUE,SWANTON,VT 78,1.6,Fall,321,602.1
2004,11,16,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,119.45,Fall,321,603
2004,11,18,Deer - Adult Buck,Deer,TRUE,BRATTLEBORO,I 91,9.6,Fall,323,604
2004,11,18,Deer - Adult Doe,Deer,TRUE,GUILFORD,I 91,2.2,Fall,323,605
2004,11,18,Deer - Adult Buck,Deer,TRUE,RYEGATE,I 91,115,Fall,323,606
2004,11,19,Deer - Adult Doe,Deer,TRUE,BRADFORD,I 91,100,Fall,324,607
2004,11,19,Deer - Adult Doe,Deer,TRUE,CONCORD,US 2,5.6,Fall,324,608
2004,11,19,Deer - Adult Buck,Deer,TRUE,DUMMERSTON,I 91,16,Fall,324,609
2004,11,22,Deer - Adult Doe,Deer,TRUE,NEWBURY,I 91,103,Fall,327,610
2004,11,22,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,38.4,Fall,327,611
2004,11,22,Coyote,Coyote,TRUE,SPRINGFIELD,I 91,43,Fall,327,612
2004,11,23,Deer - Adult Doe,Deer,TRUE,ALBURG,US 2,1.7,Fall,328,613
2004,11,23,Deer - Fawn Doe,Deer,TRUE,ALBURG,US 2,1.8,Fall,328,614
2004,11,24,Deer - Adult Buck,Deer,TRUE,THETFORD,I 91,87.4,Fall,329,615
2004,11,25,Deer - Adult Unknown,Deer,TRUE,ELMORE,VT 12,7.9,Fall,330,616
2004,11,29,Deer - Adult Doe,Deer,TRUE,BERLIN,I 89,46.5,Fall,334,617
2004,11,29,Deer - Adult Doe,Deer,TRUE,FAIRLEE,I 91,94.95,Fall,334,618
2004,11,29,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,56,Fall,334,619
2004,11,30,Raccoon,Raccoon,TRUE,CLARENDON,VT 103,0,Fall,335,620
2004,11,30,Deer - Adult Doe,Deer,TRUE,NEWBURY,I 91,106.5,Fall,335,621
2004,11,30,Deer - Adult Buck,Deer,TRUE,HARTLAND,I 91,61,Fall,335,622
2004,12,1,Deer - Adult Doe,Deer,TRUE,GUILFORD,I 91,5.056,Fall,336,623
2004,12,1,Deer - Adult Doe,Deer,TRUE,GUILFORD,I 91,5.056,Fall,336,624
2004,12,1,Deer - Adult Buck,Deer,TRUE,WEATHERSFIEL,I 91,48.3,Fall,336,625
2004,12,1,Deer - Adult Doe,Deer,TRUE,WEATHERSFIEL,I 91,48.3,Fall,336,626
2004,12,1,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.5,Fall,336,627
2004,12,1,Deer - Adult Buck,Deer,TRUE,SPRINGFIELD,I 91,43.55,Fall,336,628
2004,12,2,Deer - Adult Unknown,Deer,TRUE,PITTSFORD,VT 3,2,Fall,337,629
2004,12,2,Coyote,Coyote,TRUE,HARTLAND,US 5,3.6,Fall,337,630
2004,12,2,Deer - Fawn Doe,Deer,TRUE,WEATHERSFIEL,I 91,53,Fall,337,631
2004,12,2,Bird - Owl,Bird,FALSE,SPRINGFIELD,I 91,46.2,Fall,337,632
2004,12,2,Deer - Fawn Doe,Deer,TRUE,BRANDON,VT 73,0,Fall,337,633
2004,12,3,Bear,Bear,TRUE,VERNON,I 91,3.4,Fall,338,634
2004,12,6,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,115.6,Fall,341,635
2004,12,6,Skunk,Skunk,TRUE,WINDSOR,US 5,2.8,Fall,341,636
2004,12,6,Deer - Adult Buck,Deer,TRUE,WEST WINDSOR,VT 44,3.1,Fall,341,637
2004,12,7,Deer - Adult Unknown,Deer,TRUE,STOWE,VT 108,5.4,Fall,342,638
2004,12,7,Deer - Adult Buck,Deer,TRUE,THETFORD,I 91,83.85,Fall,342,639
2004,12,11,Deer - Adult Buck,Deer,TRUE,BARTON,VT 16,0.5,Fall,346,640
2004,12,14,Bobcat,Bobcat,TRUE,GRANVILLE,VT 12A,1.6,Fall,349,641
2004,12,14,Deer - Adult Doe,Deer,TRUE,THETFORD,I 91,82.4,Fall,349,642
2004,12,15,Fox,Fox,TRUE,DERBY,I 91,175.5,Fall,350,643
2004,12,17,Deer - Adult Unknown,Deer,TRUE,ST. JOHNSBUR,I 91,131,Fall,352,644
2004,12,22,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.5,Winter,357,645
2004,12,22,Deer - Fawn Doe,Deer,TRUE,WINDSOR,I 91,55.3,Winter,357,646
2004,12,22,Deer - Adult Doe,Deer,TRUE,THETFORD,I 91,86,Winter,357,647
2004,12,23,Deer - Adult Unknown,Deer,TRUE,ST. JOHNSBUR,I 91,133.5,Winter,358,648
2004,12,23,Coyote,Coyote,TRUE,WINDSOR,I 91,55.3,Winter,358,649
2004,12,23,Skunk,Skunk,TRUE,WINDSOR,US 5,5.1,Winter,358,650
2004,12,28,Deer - Adult Unknown,Deer,TRUE,GREENSBORO,VT 16,0.5,Winter,363,651
2004,12,29,Deer - Adult Doe,Deer,TRUE,THETFORD,I 91,85.45,Winter,364,652
2004,12,29,Coyote,Coyote,TRUE,WATERBURY,I 89,61.25,Winter,364,653
2004,12,29,Coyote,Coyote,TRUE,RANDOLPH,I 89,29,Winter,364,654
2004,12,29,Deer - Adult Buck,Deer,TRUE,ST. JOHNSBUR,US 2,0.4,Winter,364,655
2004,12,30,Deer - Adult Unknown,Deer,TRUE,FAIRLEE,I 91,89.6,Winter,365,656
2005,6,23,Moose,Moose,TRUE,SEARSBURG,VT 8,2.1,Summer,366,890
2005,6,23,Moose,Moose,TRUE,BOLTON,US 2,4.03,Summer,366,891
2005,6,23,Beaver,Beaver,TRUE,BETHEL,VT 107,4.15,Summer,366,892
2005,6,24,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,37.75,Summer,366,893
2005,6,24,Deer - Adult Unknown,Deer,TRUE,ROCKINGHAM,I 91,35,Summer,366,894
2005,6,24,Coyote,Coyote,TRUE,PUTNEY,I 91,21.75,Summer,366,895
2005,6,24,Opossum,Opossum,TRUE,PUTNEY,I 91,21.75,Summer,366,895.1
2005,6,25,Deer - Adult Buck,Deer,TRUE,HARTLAND,VT 12,5.2,Summer,366,896
2005,6,27,Porcupine,Porcupine,TRUE,HARTLAND,VT 12,5.6,Summer,366,897
2005,6,28,Deer - Adult Doe with Fawn,Deer,TRUE,WOODSTOCK,VT 106,4.2,Summer,366,898
2005,6,28,Deer - Adult Doe,Deer,TRUE,FAIR HAVEN,US 4,0.4,Summer,366,899
2005,6,29,Deer - Adult Buck,Deer,TRUE,HARTLAND,I 91,63.75,Summer,366,900
2005,6,30,Deer - Adult Doe,Deer,TRUE,DANVILLE,US 2,8,Summer,366,901
2005,1,5,Deer - Adult Doe,Deer,TRUE,THETFORD,I 91,85.55,Winter,371,657
2005,1,7,Deer - Adult Doe,Deer,TRUE,DERBY,I 91,175.5,Winter,373,658
2005,1,7,Deer - Adult Doe,Deer,TRUE,DERBY,I 91,175.45,Winter,373,659
2005,1,10,Deer - Adult Unknown,Deer,TRUE,EAST MONTPEL,US 2,0.18,Winter,376,660
2005,1,10,Deer - Adult Doe,Deer,TRUE,STOWE,VT 108,5.6,Winter,376,661
2005,1,12,Coyote,Coyote,TRUE,FAIRLEE,I 91,90.1,Winter,378,662
2005,1,19,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,124.5,Winter,385,663
2005,1,20,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,124.1,Winter,386,664
2005,1,22,Moose,Moose,TRUE,CONCORD,US 2,9.7,Winter,388,665
2005,1,25,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,123.95,Winter,391,666
2005,1,27,Deer - Fawn Buck,Deer,TRUE,CASTLETON,US 4,6.05,Winter,393,667
2005,2,7,Deer - Fawn Doe,Deer,TRUE,CASTLETON,US 4,3.491,Winter,404,668
2005,2,8,Bobcat,Bobcat,TRUE,WORCESTER,VT 12,5.8,Winter,405,669
2005,2,16,Raccoon,Raccoon,TRUE,CASTLETON,US 4,9,Winter,413,670
2005,2,21,Bird - Unknown,Bird,FALSE,READSBORO,VT 100,2.3,Winter,418,671
2005,2,28,Fox,Fox,TRUE,FAIR HAVEN,US 4,0,Winter,425,672
2005,3,1,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,124.25,Winter,426,673
2005,3,7,Fox,Fox,TRUE,MIDDLESEX,I 89,59,Winter,432,674
2005,3,7,Mink,Mink,TRUE,PUTNEY,I 91,22.65,Winter,432,675
2005,3,7,Deer - Adult Doe,Deer,TRUE,WESTMINSTER,I 91,24.2,Winter,432,676
2005,3,14,Raccoon,Raccoon,TRUE,WEST RUTLAND,US 4,12,Winter,439,677
2005,3,15,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,57.4,Winter,440,678
2005,3,15,Skunk,Skunk,TRUE,FAIR HAVEN,VT 4A,2.5,Winter,440,679
2005,3,15,Fox,Fox,TRUE,MIDDLESEX,I 89,60,Winter,440,680
2005,3,15,Fox,Fox,TRUE,MIDDLESEX,I 89,60,Winter,440,681
2005,3,15,Bobcat,Bobcat,TRUE,WATERBURY,I 89,61,Winter,440,682
2005,3,15,Bird - Unknown,Bird,FALSE,IRA,US 4,11.2,Winter,440,683
2005,3,16,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,57.45,Winter,441,684
2005,3,17,Bird - Turkey,Bird,FALSE,LUNENBURG,US 2,2,Winter,442,685
2005,3,17,Bird - Turkey,Bird,FALSE,LUNENBURG,US 2,2,Winter,442,685.1
2005,3,17,Bird - Turkey,Bird,FALSE,LUNENBURG,US 2,2,Winter,442,685.2
2005,3,17,Deer - Adult Unknown,Deer,TRUE,BARRE TOWN,US 302,0.2,Winter,442,686
2005,3,17,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,57.5,Winter,442,687
2005,3,18,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,63,Winter,443,688
2005,3,21,Deer - Adult Unknown,Deer,TRUE,HARTLAND,US 5,4.1,Spring,446,689
2005,3,21,Deer - Adult Unknown,Deer,TRUE,DUMMERSTON,VT 30,4,Spring,446,690
2005,3,22,Deer - Adult Doe,Deer,TRUE,CHESTER,VT 11,3.905,Spring,447,691
2005,3,22,Deer - Adult Buck,Deer,TRUE,HARTLAND,US 5,5,Spring,447,692
2005,3,23,Coyote,Coyote,TRUE,BOLTON,I 89,73,Spring,448,693
2005,3,23,Beaver,Beaver,TRUE,HARTLAND,US 5,0.1,Spring,448,694
2005,3,23,Fox,Fox,TRUE,MIDDLESEX,I 89,59,Spring,448,695
2005,3,24,Beaver,Beaver,TRUE,HARTLAND,US 5,0.1,Spring,449,696
2005,3,24,Fisher,Fisher,TRUE,ROCKINGHAM,I 91,31.8,Spring,449,697
2005,3,24,Raccoon,Raccoon,TRUE,WATERBURY,I 89,67,Spring,449,698
2005,3,24,Coyote,Coyote,TRUE,BOLTON,I 89,73,Spring,449,699
2005,3,24,Coyote,Coyote,TRUE,BOLTON,I 89,73,Spring,449,699.1
2005,3,24,Fox,Fox,TRUE,MIDDLESEX,I 89,59,Spring,449,700
2005,3,25,Deer - Adult Doe,Deer,TRUE,PLAINFIELD,US 2,0.08,Spring,450,701
2005,3,25,Mink,Mink,TRUE,HARTLAND,VT 12,4,Spring,450,702
2005,3,25,Bird - Turkey,Bird,FALSE,SHARON,I 89,14,Spring,450,703
2005,3,25,Deer - Adult Unknown,Deer,TRUE,SHARON,I 89,11.5,Spring,450,704
2005,3,27,Fisher,Fisher,TRUE,WATERBURY,I 89,62,Spring,452,705
2005,3,27,Deer - Adult Unknown,Deer,TRUE,SHARON,I 89,11.2,Spring,452,706
2005,3,28,Mink,Mink,TRUE,HARTLAND,VT 12,5,Spring,453,707
2005,3,28,Deer - Fawn Doe,Deer,TRUE,BRADFORD,I 91,99.2,Spring,453,708
2005,3,28,Deer - Adult Unknown,Deer,TRUE,NEWBURY,I 91,104.5,Spring,453,709
2005,3,30,Deer - Adult Doe,Deer,TRUE,CASTLETON,VT 30,6,Spring,455,710
2005,3,30,Skunk,Skunk,TRUE,CASTLETON,US 4,8.5,Spring,455,711
2005,3,31,Deer - Adult Doe,Deer,TRUE,IRA,VT 133,1.2,Spring,456,712
2005,3,31,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,124.45,Spring,456,713
2005,4,1,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,33,Spring,457,714
2005,4,1,Bird - Unknown,Bird,FALSE,WELLS,VT 30,0.3,Spring,457,715
2005,4,1,Coyote,Coyote,TRUE,SPRINGFIELD,I 91,45,Spring,457,716
2005,4,4,Coyote,Coyote,TRUE,HARTLAND,I 91,63,Spring,460,717
2005,4,4,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,112.25,Spring,460,718
2005,4,4,Skunk,Skunk,TRUE,WEST RUTLAND,US 4,14.05,Spring,460,719
2005,4,4,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,120.35,Spring,460,720
2005,4,4,Deer - Adult Unknown,Deer,TRUE,WEST RUTLAND,US 4,13.6,Spring,460,721
2005,4,5,Fox,Fox,TRUE,WINDSOR,I 91,54,Spring,461,722
2005,4,5,Woodchuck,Woodchuck,TRUE,CASTLETON,US 4,6.7,Spring,461,723
2005,4,5,Coyote,Coyote,TRUE,CASTLETON,US 4,9.35,Spring,461,724
2005,4,5,Fox,Fox,TRUE,WEST RUTLAND,US 4,12.85,Spring,461,725
2005,4,6,Dog,Dog,TRUE,FAIR HAVEN,US 4,2.25,Spring,462,726
2005,4,6,Skunk,Skunk,TRUE,POULTNEY,VT 30,6.6,Spring,462,727
2005,4,6,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,38.4,Spring,462,728
2005,4,6,Fox,Fox,TRUE,WINDSOR,US 5,5.1,Spring,462,729
2005,4,6,Skunk,Skunk,TRUE,WELLS,VT 31,1.4,Spring,462,730
2005,4,6,Raccoon,Raccoon,TRUE,WELLS,VT 30,3.4,Spring,462,731
2005,4,6,Deer - Adult Doe,Deer,TRUE,BERLIN,I 89,48.6,Spring,462,732
2005,4,6,Beaver,Beaver,TRUE,BROOKFIELD,I 89,36.2,Spring,462,733
2005,4,6,Bird - Turkey,Bird,FALSE,WELLS,VT 30,2.8,Spring,462,734
2005,4,7,Coyote,Coyote,TRUE,WEATHERSFIEL,US 5,4,Spring,463,735
2005,4,7,Deer - Adult Unknown,Deer,TRUE,CASTLETON,US 4,8.5,Spring,463,736
2005,4,7,Opossum,Opossum,TRUE,WELLS,VT 30,0.2,Spring,463,737
2005,4,8,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,120.15,Spring,464,738
2005,4,8,Beaver,Beaver,TRUE,GUILFORD,I 91,1.5,Spring,464,739
2005,4,8,Beaver,Beaver,TRUE,GUILFORD,I 91,1.5,Spring,464,739.1
2005,4,11,Deer - Adult Doe,Deer,TRUE,THETFORD,VT 113,6.5,Spring,467,740
2005,4,11,Other,Other,FALSE,MIDDLESEX,I 89,59,Spring,467,741
2005,4,11,Mink,Mink,TRUE,MIDDLESEX,I 89,55,Spring,467,742
2005,4,11,Beaver,Beaver,TRUE,MIDDLESEX,I 89,60,Spring,467,743
2005,4,11,Beaver,Beaver,TRUE,WATERBURY,I 89,61,Spring,467,744
2005,4,11,Fox,Fox,TRUE,CLARENDON,US 7,5.39,Spring,467,745
2005,4,13,Bird - Turkey,Bird,FALSE,CLARENDON,US 7,3.2,Spring,469,746
2005,4,13,Bird - Turkey,Bird,FALSE,CLARENDON,US 7,4,Spring,469,747
2005,4,13,Bird - Turkey,Bird,FALSE,WEST RUTLAND,US 4,16,Spring,469,748
