YEAR,MONTH,DAY,ANIMAL (Specific),ANIMAL (Gen),IS_MAMMAL,TOWN,ROUTE,MILE_MARKER,SEASON,DAY_COUNTER,COLLISION_COUNTER
2005,4,14,Deer - Adult Unknown,Deer,TRUE,READSBORO,VT 8,1.42,Spring,470,749
2005,4,14,Coyote,Coyote,TRUE,BRADFORD,I 91,101.15,Spring,470,750
2005,4,14,Moose,Moose,TRUE,SEARSBURG,VT 8,0.65,Spring,470,751
2005,4,15,Bird - Turkey,Bird,FALSE,CLARENDON,US 7,4,Spring,471,752
2005,4,15,Bird - Turkey,Bird,FALSE,THETFORD,I 91,86,Spring,471,753
2005,4,17,Bird - Unknown,Bird,FALSE,ROCKINGHAM,I 91,38.4,Spring,473,754
2005,4,18,Other,Other,FALSE,WATERBURY,I 89,63.6,Spring,474,755
2005,4,18,Bird - Turkey,Bird,FALSE,NORWICH,I 91,79.35,Spring,474,756
2005,4,18,Deer - Adult Doe,Deer,TRUE,EAST MONTPEL,VT 14,0.315,Spring,474,757
2005,4,18,Coyote,Coyote,TRUE,STOWE,VT 100,1.75,Spring,474,758
2005,4,18,Beaver,Beaver,TRUE,FAIRLEE,I 91,90.85,Spring,474,759
2005,4,18,Coyote,Coyote,TRUE,BERLIN,I 89,48.25,Spring,474,760
2005,4,18,Other,Other,FALSE,MIDDLESEX,I 89,59.45,Spring,474,761
2005,4,18,Other,Other,FALSE,MIDDLESEX,I 89,59.65,Spring,474,762
2005,4,19,Deer - Adult Buck,Deer,TRUE,BARRE CITY,VT 14,0.32,Spring,475,763
2005,4,20,Other,Other,FALSE,WATERBURY,I 89,67,Spring,476,764
2005,4,21,Beaver,Beaver,TRUE,EAST MONTPEL,VT 14,0.55,Spring,477,765
2005,4,22,Beaver,Beaver,TRUE,EAST MONTPEL,US 2,0.19,Spring,478,766
2005,4,26,Beaver,Beaver,TRUE,EAST MONTPEL,US 2,0.24,Spring,482,767
2005,4,26,Deer - Adult Buck,Deer,TRUE,WESTMINSTER,I 91,26,Spring,482,768
2005,4,26,Bird - Turkey,Bird,FALSE,WILLISTON,I 89,80,Spring,482,769
2005,4,28,Coyote,Coyote,TRUE,WEATHERSFIEL,I 91,48,Spring,484,770
2005,5,1,Deer - Adult Doe,Deer,TRUE,WEATHERSFIEL,I 91,48.55,Spring,487,771
2005,5,2,Mink,Mink,TRUE,HARTLAND,VT 12,3,Spring,488,772
2005,5,2,Beaver,Beaver,TRUE,WEATHERSFIEL,I 91,48.75,Spring,488,773
2005,5,2,Deer - Adult Doe,Deer,TRUE,HARTLAND,US 5,0,Spring,488,774
2005,5,2,Beaver,Beaver,TRUE,HARTLAND,US 5,0.1,Spring,488,775
2005,5,3,Beaver,Beaver,TRUE,HARTLAND,I 91,60.5,Spring,489,776
2005,5,3,Mink,Mink,TRUE,HARTLAND,VT 12,5,Spring,489,777
2005,5,4,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,55.9,Spring,490,778
2005,5,5,Porcupine,Porcupine,TRUE,HARTLAND,VT 12,6,Spring,491,779
2005,5,5,Beaver,Beaver,TRUE,CABOT,US 2,0.243,Spring,491,780
2005,5,5,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,55.4,Spring,491,781
2005,5,5,Beaver,Beaver,TRUE,EAST MONTPEL,US 2,0.065,Spring,491,782
2005,5,5,Other,Other,FALSE,HARTLAND,VT 12,6.5,Spring,491,783
2005,5,5,Deer - Adult Doe,Deer,TRUE,WOODSTOCK,VT 106,4.5,Spring,491,784
2005,5,5,Moose,Moose,TRUE,ROCKINGHAM,I 91,38.05,Spring,491,785
2005,5,6,Deer - Adult Doe,Deer,TRUE,WINDSOR,VT 44,2.4,Spring,492,786
2005,5,9,Bird - Turkey,Bird,FALSE,HARTLAND,I 91,60.6,Spring,495,787
2005,5,10,Deer - Fawn Doe,Deer,TRUE,CHESTER,VT 103,0.52,Spring,496,788
2005,5,10,Bird - Turkey,Bird,FALSE,HARTLAND,I 91,63.5,Spring,496,789
2005,5,18,Skunk,Skunk,TRUE,POULTNEY,VT 30,2.3,Spring,504,790
2005,5,18,Skunk,Skunk,TRUE,PAWLET,VT 133,3.2,Spring,504,791
2005,5,19,Deer - Adult Unknown,Deer,TRUE,SWANTON,I 89,118.5,Spring,505,792
2005,5,19,Skunk,Skunk,TRUE,FAIR HAVEN,VT 22A,4.1,Spring,505,793
2005,5,19,Woodchuck,Woodchuck,TRUE,FAIR HAVEN,US 4,1.5,Spring,505,794
2005,5,23,Beaver,Beaver,TRUE,SWANTON,VT 207,3.6,Spring,509,795
2005,5,23,Deer - Adult Doe,Deer,TRUE,ST. ALBANS T,US 7,1.7,Spring,509,796
2005,5,23,Beaver,Beaver,TRUE,SWANTON,VT 78,0,Spring,509,797
2005,5,23,Deer - Adult Buck,Deer,TRUE,SWANTON,I 89,119.55,Spring,509,798
2005,5,23,Fox,Fox,TRUE,BERLIN,I 89,47.3,Spring,509,799
2005,5,23,Fox,Fox,TRUE,BERLIN,I 89,47.3,Spring,509,799.1
2005,5,23,Fox,Fox,TRUE,BERLIN,I 89,47.3,Spring,509,799.2
2005,5,23,Deer - Adult Doe,Deer,TRUE,BETHEL,I 89,25.5,Spring,509,800
2005,5,24,Porcupine,Porcupine,TRUE,CASTLETON,US 4,8.9,Spring,510,801
2005,5,24,Porcupine,Porcupine,TRUE,POULTNEY,VT 31,2.4,Spring,510,802
2005,5,24,Skunk,Skunk,TRUE,WELLS,VT 30,0.85,Spring,510,803
2005,5,24,Porcupine,Porcupine,TRUE,WEST RUTLAND,US 4,15.85,Spring,510,804
2005,5,25,Raccoon,Raccoon,TRUE,SWANTON,I 89,118,Spring,511,805
2005,5,26,Coyote,Coyote,TRUE,STOCKBRIDGE,VT 107,0.7,Spring,512,806
2005,5,27,Deer - Adult Doe,Deer,TRUE,MORRISTOWN,VT 15,3.3,Spring,513,807
2005,5,27,Woodchuck,Woodchuck,TRUE,FAIR HAVEN,VT 4A,1.3,Spring,513,808
2005,5,30,Skunk,Skunk,TRUE,GEORGIA,I 89,106,Spring,516,809
2005,6,1,Woodchuck,Woodchuck,TRUE,WEST RUTLAND,VT 4A,0,Spring,522,810
2005,6,1,Porcupine,Porcupine,TRUE,WEST RUTLAND,VT 133,1.2,Spring,523,811
2005,6,1,Porcupine,Porcupine,TRUE,FAIR HAVEN,VT 22A,1.9,Spring,523,812
2005,6,1,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,56.5,Spring,523,813
2005,6,1,Deer - Fawn Doe,Deer,TRUE,WINDSOR,I 91,56.2,Spring,523,814
2005,6,1,Skunk,Skunk,TRUE,IRA,US 4,11.4,Spring,523,815
2005,6,2,Porcupine,Porcupine,TRUE,HARTLAND,I 91,62.5,Spring,524,816
2005,6,2,Raccoon,Raccoon,TRUE,RICHMOND,I 89,74,Spring,524,817
2005,6,2,Beaver,Beaver,TRUE,SOUTH BURLIN,I 89,86,Spring,524,818
2005,6,3,Bird - Turkey,Bird,FALSE,IRA,US 4,10.9,Spring,524,819
2005,6,3,Fox,Fox,TRUE,WEST RUTLAND,US 4,14.9,Spring,524,820
2005,6,3,Porcupine,Porcupine,TRUE,WEST RUTLAND,VT 133,1.2,Spring,524,821
2005,6,5,Deer - Adult Buck,Deer,TRUE,HARTLAND,VT 12,5.1,Spring,525,822
2005,6,6,Muskrat,Muskrat,TRUE,MILTON,US 2,2.3,Spring,525,823
2005,6,6,Raccoon,Raccoon,TRUE,MILTON,US 7,0.1,Spring,525,824
2005,6,6,Raccoon,Raccoon,TRUE,MILTON,I 89,103.15,Spring,525,825
2005,6,6,Other,Other,TRUE,BARTON,I 91,159.8,Spring,525,826
2005,6,6,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,0.9,Spring,525,827
2005,6,7,Porcupine,Porcupine,TRUE,WILLIAMSTOWN,I 89,45.9,Spring,525,828
2005,6,7,Turtle - unknown,Turtle,FALSE,BERLIN,VT 62,0.2,Spring,525,829
2005,6,7,Bird - Turkey,Bird,FALSE,BROOKFIELD,I 89,38.7,Spring,525,830
2005,6,7,Deer - Adult Doe,Deer,TRUE,BARTON,I 91,161,Spring,526,831
2005,6,7,Porcupine,Porcupine,TRUE,BROOKFIELD,I 89,38.7,Spring,526,832
2005,6,7,Porcupine,Porcupine,TRUE,WILLIAMSTOWN,I 89,45.3,Spring,526,833
2005,6,8,Deer - Adult Unknown,Deer,TRUE,RICHMOND,I 89,74,Spring,526,834
2005,6,8,Bird - Vulture,Bird,FALSE,IRA,US 4,11.5,Spring,526,835
2005,6,8,Porcupine,Porcupine,TRUE,FAIR HAVEN,US 4,3,Spring,526,836
2005,6,8,Porcupine,Porcupine,TRUE,WEST RUTLAND,US 4,14.8,Spring,526,837
2005,6,8,Skunk,Skunk,TRUE,FAIR HAVEN,US 4,1,Spring,527,838
2005,6,8,Porcupine,Porcupine,TRUE,WEST RUTLAND,US 4,15.8,Spring,527,839
2005,6,8,Deer - Adult Doe,Deer,TRUE,BOLTON,I 89,72,Spring,527,840
2005,6,8,Other,Other,FALSE,WATERBURY,VT 100,4.5,Spring,527,841
2005,6,8,Turtle - unknown,Turtle,FALSE,WATERBURY,VT 100,3,Spring,529,842
2005,6,9,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,3,Spring,530,843
2005,6,9,Deer - Adult Buck,Deer,TRUE,WILLIAMSTOWN,I 89,45,Spring,530,844
2005,6,9,Fox,Fox,TRUE,GEORGIA,I 89,109,Spring,530,845
2005,6,9,Deer - Adult Buck,Deer,TRUE,BERLIN,I 89,48.3,Spring,530,846
2005,6,9,Rabbit,Rabbit,TRUE,FAIRFAX,VT 104,7,Spring,531,847
2005,6,9,Raccoon,Raccoon,TRUE,BAKERSFIELD,VT 36,0.4,Spring,531,848
2005,6,9,Deer - Adult Doe,Deer,TRUE,BERLIN,I 89,50.15,Spring,531,849
2005,6,10,Woodchuck,Woodchuck,TRUE,PAWLET,VT 133,3.2,Spring,531,850
2005,6,10,Other,Other,FALSE,POULTNEY,VT 30,2.8,Spring,532,851
2005,6,10,Deer - Adult Buck,Deer,TRUE,WATERBURY,I 89,66.5,Spring,533,852
2005,6,10,Deer - Adult Buck,Deer,TRUE,BARTON,I 91,160.1,Spring,533,853
2005,6,12,Deer - Adult Doe,Deer,TRUE,SWANTON,VT 78,2.4,Spring,533,854
2005,6,13,Deer - Adult Buck,Deer,TRUE,WILLIAMSTOWN,I 89,46.25,Spring,534,855
2005,6,13,Fox,Fox,TRUE,MILTON,I 89,104,Spring,534,856
2005,6,13,Deer - Adult Unknown,Deer,TRUE,MIDDLESEX,I 89,60.2,Spring,534,857
2005,6,13,Deer - Fawn Doe,Deer,TRUE,JAY,VT 105,8,Spring,534,858
2005,6,14,Woodchuck,Woodchuck,TRUE,FAIR HAVEN,US 4,2.8,Spring,536,859
2005,6,14,Fox,Fox,TRUE,BARNET,I 91,120,Spring,537,860
2005,6,14,Fox,Fox,TRUE,BARNET,I 91,120,Spring,537,860.1
2005,6,14,Porcupine,Porcupine,TRUE,CASTLETON,US 4,5.9,Spring,537,861
2005,6,14,Porcupine,Porcupine,TRUE,FAIR HAVEN,US 4,0.9,Spring,537,862
2005,6,15,Porcupine,Porcupine,TRUE,CASTLETON,VT 4A,5.3,Spring,537,863
2005,6,16,Deer - Fawn Doe,Deer,TRUE,ST. JOHNSBUR,I 91,130.5,Spring,537,864
2005,6,16,Raccoon,Raccoon,TRUE,IRA,VT 4A,0.9,Spring,537,865
2005,6,16,Rabbit,Rabbit,TRUE,FAIR HAVEN,VT 4A,2.2,Spring,537,866
2005,6,17,Beaver,Beaver,TRUE,BARNET,I 91,121,Spring,537,867
2005,6,17,Porcupine,Porcupine,TRUE,WEST HAVEN,VT 22A,2.6,Spring,537,868
2005,6,17,Woodchuck,Woodchuck,TRUE,IRA,VT 133,1.3,Spring,538,869
2005,6,17,Woodchuck,Woodchuck,TRUE,WELLS,VT 31,0.9,Spring,538,870
2005,6,19,Coyote,Coyote,TRUE,RANDOLPH,I 89,30.5,Spring,538,871
2005,6,20,Skunk,Skunk,TRUE,SWANTON,I 89,119.6,Spring,538,872
2005,6,20,Fox,Fox,TRUE,HIGHGATE,VT 78,5.3,Spring,538,873
2005,6,20,Fox,Fox,TRUE,SWANTON,VT 78,5.82,Spring,538,874
2005,6,20,Raccoon,Raccoon,TRUE,SWANTON,I 89,121.55,Spring,538,875
2005,6,20,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,58.9,Spring,538,876
2005,6,20,Woodchuck,Woodchuck,TRUE,SHELDON,VT 105,2.8,Spring,539,877
2005,6,20,Skunk,Skunk,TRUE,ST. ALBANS T,VT 105,0,Spring,540,878
2005,6,20,Raccoon,Raccoon,TRUE,SHELDON,VT 105,3.8,Spring,540,879
2005,6,20,Beaver,Beaver,TRUE,HIGHGATE,I 89,125.85,Spring,540,880
2005,6,21,Deer - Adult Doe with Fawn,Deer,TRUE,READSBORO,VT 100,1.7,Summer,540,881
2005,6,21,Deer - Adult Doe,Deer,TRUE,SUDBURY,VT 30,2,Summer,541,882
2005,6,21,Deer - Adult Doe,Deer,TRUE,BETHEL,I 89,24.05,Summer,541,883
2005,6,21,Deer - Adult Unknown,Deer,TRUE,SUDBURY,VT 30,2,Summer,541,884
2005,6,21,Skunk,Skunk,TRUE,STAMFORD,VT 100,4.7,Summer,542,885
2005,6,21,Deer - Adult Doe,Deer,TRUE,SUDBURY,VT 30,2,Summer,544,886
2005,6,21,Deer - Adult Doe,Deer,TRUE,SUDBURY,VT 30,2,Summer,545,887
2005,6,22,Deer - Adult Unknown,Deer,TRUE,SUDBURY,VT 30,5,Summer,546,888
2005,6,23,Bear,Bear,TRUE,BERLIN,I 89,47,Summer,547,889
2005,7,6,Deer - Adult Doe,Deer,TRUE,CABOT,US 2,0.023,Summer,553,902
2005,7,11,Raccoon,Raccoon,TRUE,SHELDON,VT 105,3.14,Summer,558,903
2005,7,11,Raccoon,Raccoon,TRUE,SHELDON,VT 105,3.14,Summer,558,903.1
2005,7,11,Fox,Fox,TRUE,SHELDON,VT 105,2.35,Summer,558,904
2005,7,11,Skunk,Skunk,TRUE,SWANTON,I 89,118.85,Summer,558,905
2005,7,11,Raccoon,Raccoon,TRUE,HIGHGATE,US 7,1.5,Summer,558,906
2005,7,11,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,56.3,Summer,558,907
2005,7,12,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.5,Summer,559,908
2005,7,13,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,54,Summer,560,909
2005,7,13,Moose,Moose,TRUE,RANDOLPH,I 89,34,Summer,560,910
2005,7,14,Deer - Adult Doe,Deer,TRUE,READSBORO,VT 8,0.01,Summer,561,911
2005,7,14,Deer - Adult Unknown,Deer,TRUE,ORWELL,VT 22A,0.2,Summer,561,912
2005,7,14,Moose,Moose,TRUE,WHITINGHAM,VT 100,10.3,Summer,561,913
2005,7,16,Moose,Moose,TRUE,LUNENBURG,US 2,2.2,Summer,563,914
2005,7,18,Turtle - snapper,Turtle,FALSE,WINDSOR,US 5,4,Summer,565,915
2005,7,19,Turtle - snapper,Turtle,FALSE,HARTLAND,US 5,4,Summer,566,916
2005,7,19,Deer - Adult Doe,Deer,TRUE,BERLIN,I 89,50,Summer,566,917
2005,7,20,Mink,Mink,TRUE,HARTLAND,I 91,61,Summer,567,918
2005,7,20,Fisher,Fisher,TRUE,HARTLAND,US 5,5,Summer,567,919
2005,7,21,Raccoon,Raccoon,TRUE,WINDSOR,I 91,55,Summer,568,920
2005,7,26,Deer - Adult Doe,Deer,TRUE,CABOT,US 2,0.4,Summer,573,921
2005,7,28,Bird - Unknown,Bird,FALSE,MARSHFIELD,US 2,8,Summer,575,922
2005,7,29,Raccoon,Raccoon,TRUE,HARTLAND,I 91,60.5,Summer,576,923
2005,8,1,Mink,Mink,TRUE,HARTLAND,I 91,60.8,Summer,579,924
2005,8,1,Raccoon,Raccoon,TRUE,WINDSOR,US 5,0.4,Summer,579,925
2005,8,1,Woodchuck,Woodchuck,TRUE,WINDSOR,US 5,1.5,Summer,579,926
2005,8,1,Deer - Fawn Doe,Deer,TRUE,WINDSOR,VT 44,0.7,Summer,579,927
2005,8,2,Deer - Fawn Doe,Deer,TRUE,HARTLAND,US 5,4.5,Summer,580,928
2005,8,2,Fox,Fox,TRUE,WINDSOR,I 91,57.5,Summer,580,929
2005,8,2,Deer - Fawn Buck,Deer,TRUE,HARTLAND,VT 12,6.2,Summer,580,930
2005,8,3,Deer - Fawn Doe,Deer,TRUE,HARTLAND,VT 12,6,Summer,581,931
2005,8,3,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,64,Summer,581,932
2005,8,3,Raccoon,Raccoon,TRUE,HARTLAND,VT 12,5.1,Summer,581,933
2005,8,4,Raccoon,Raccoon,TRUE,WINDSOR,US 5,3.6,Summer,582,934
2005,8,4,Skunk,Skunk,TRUE,WINDSOR,US 5,1.1,Summer,582,935
2005,8,4,Fisher,Fisher,TRUE,BROOKFIELD,I 89,38.2,Summer,582,936
2005,8,19,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,118.8,Summer,597,937
2005,8,25,Deer - Fawn Doe,Deer,TRUE,WALLINGFORD,US 7,6.58,Summer,603,938
2005,9,5,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,57.7,Summer,614,939
2005,9,6,Deer - Fawn Doe,Deer,TRUE,WINDSOR,I 91,54,Summer,615,940
2005,9,7,Skunk,Skunk,TRUE,HARTLAND,US 5,1.9,Summer,616,941
2005,9,8,Skunk,Skunk,TRUE,WINDSOR,US 5,2.4,Summer,617,942
2005,9,9,Skunk,Skunk,TRUE,WINDSOR,US 5,4,Summer,618,943
2005,9,9,Deer - Adult Buck,Deer,TRUE,WEATHERSFIEL,I 91,53.35,Summer,618,944
2005,9,12,Porcupine,Porcupine,TRUE,HARTLAND,VT 12,5.2,Summer,621,945
2005,9,18,Bear,Bear,TRUE,DERBY,I 91,175.25,Summer,627,946
2005,9,22,Moose,Moose,TRUE,CONCORD,US 2,6.4,Fall,631,947
2005,9,26,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,57.7,Fall,635,948
2005,9,26,Skunk,Skunk,TRUE,HARTLAND,VT 12,5,Fall,635,949
2005,9,26,Skunk,Skunk,TRUE,WEST WINDSOR,VT 44,1.1,Fall,635,950
2005,9,27,Deer - Adult Unknown,Deer,TRUE,WHEELOCK,I 91,143.9,Fall,636,951
2005,9,27,Raccoon,Raccoon,TRUE,WINDSOR,VT 44A,0.6,Fall,636,952
2005,9,27,Skunk,Skunk,TRUE,WINDSOR,VT 44A,2.1,Fall,636,953
2005,9,28,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.2,Fall,637,954
2005,9,28,Coyote,Coyote,TRUE,SWANTON,I 89,118.2,Fall,637,955
2005,9,28,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,55.9,Fall,637,956
2005,10,10,Beaver,Beaver,TRUE,HARTLAND,VT 12,1.8,Fall,649,957
2005,10,10,Other,Other,FALSE,MORRISTOWN,VT 15,0.4,Fall,649,958
2005,10,10,Bird - Unknown,Bird,FALSE,MORRISTOWN,VT 15,0.8,Fall,649,959
2005,10,10,Moose,Moose,TRUE,ELMORE,VT 12,2.6,Fall,649,960
2005,10,11,Beaver,Beaver,TRUE,HARTLAND,VT 12,6.3,Fall,650,961
2005,10,12,Other,Other,TRUE,WINDSOR,US 5,3.6,Fall,651,962
2005,10,12,Deer - Adult Doe,Deer,TRUE,DERBY,I 91,168,Fall,651,963
2005,10,12,Muskrat,Muskrat,TRUE,MILTON,US 2,0,Fall,651,964
2005,10,12,Beaver,Beaver,TRUE,HARTLAND,I 91,60.3,Fall,651,965
2005,10,12,Beaver,Beaver,TRUE,MILTON,US 2,0,Fall,651,966
2005,10,12,Skunk,Skunk,TRUE,HARTLAND,US 5,6.1,Fall,651,967
2005,10,13,Skunk,Skunk,TRUE,WINDSOR,I 91,55.1,Fall,652,968
2005,10,13,Skunk,Skunk,TRUE,WEST WINDSOR,VT 44,4.2,Fall,652,969
2005,10,14,Skunk,Skunk,TRUE,READING,VT 106,1,Fall,653,970
2005,10,17,Deer - Adult Doe,Deer,TRUE,WATERFORD,I 93,6,Fall,656,971
2005,10,20,Deer - Adult Unknown,Deer,TRUE,HIGHGATE,I 89,126.5,Fall,659,972
2005,10,20,Deer - Adult Unknown,Deer,TRUE,HIGHGATE,I 89,124.6,Fall,659,973
2005,10,20,Deer - Adult Unknown,Deer,TRUE,HIGHGATE,VT 78,6.4,Fall,659,974
2005,10,20,Deer - Adult Doe,Deer,TRUE,SWANTON,I 89,122.85,Fall,659,975
2005,10,24,Bear,Bear,TRUE,SUNDERLAND,US 7,4.8,Fall,663,976
2005,10,25,Deer - Adult Buck,Deer,TRUE,RYEGATE,I 91,115.5,Fall,664,977
2005,11,2,Mink,Mink,TRUE,RYEGATE,I 91,114,Fall,671,978
2005,11,2,Mink,Mink,TRUE,NEWBURY,I 91,110.1,Fall,671,979
2005,11,2,Deer - Fawn Doe,Deer,TRUE,NEWBURY,US 302,2.19,Fall,671,980
2005,11,4,Bird - Chicken,Bird,FALSE,BARNET,I 91,119.4,Fall,673,981
2005,11,4,Deer - Adult Buck,Deer,TRUE,READSBORO,VT 100,2.22,Fall,673,982
2005,11,7,Deer - Adult Buck,Deer,TRUE,HIGHGATE,I 89,124.1,Fall,676,983
2005,11,7,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,124.1,Fall,676,984
2005,11,7,Deer - Adult Buck,Deer,TRUE,DERBY,I 91,172.75,Fall,676,985
2005,11,7,Bird - Chicken,Bird,FALSE,RYEGATE,I 91,111.55,Fall,676,986
2005,11,7,Moose,Moose,TRUE,READSBORO,VT 100,1.5,Fall,676,987
2005,11,8,Deer - Adult Doe,Deer,TRUE,WATERFORD,I 91,126.75,Fall,677,988
2005,11,8,Deer - Adult Doe,Deer,TRUE,LYNDON,I 91,137.9,Fall,677,989
2005,11,9,Deer - Adult Doe,Deer,TRUE,READSBORO,VT 100,2.22,Fall,678,990
2005,11,9,Deer - Adult Buck,Deer,TRUE,RYEGATE,I 91,111.2,Fall,678,991
2005,11,9,Deer - Adult Doe,Deer,TRUE,LYNDON,I 91,137.9,Fall,678,992
2005,11,11,Deer - Adult Buck,Deer,TRUE,SWANTON,I 89,121.1,Fall,680,993
2005,11,14,Deer - Adult Buck,Deer,TRUE,BERLIN,I 89,49.45,Fall,683,994
2005,11,15,Bear,Bear,TRUE,BOLTON,I 89,68.65,Fall,684,995
2005,11,17,Deer - Adult Buck,Deer,TRUE,HIGHGATE,I 89,126.5,Fall,686,996
2005,11,17,Deer - Adult Unknown,Deer,TRUE,HIGHGATE,I 89,124.35,Fall,686,997
2005,11,22,Moose,Moose,TRUE,HALIFAX,VT 112,3.25,Fall,691,998
2005,11,22,Deer - Adult Buck,Deer,TRUE,READSBORO,VT 100,2.22,Fall,691,999
2005,11,28,Deer - Adult Doe,Deer,TRUE,MIDDLESEX,I 89,57,Fall,697,1000
2005,11,28,Coyote,Coyote,TRUE,MIDDLESEX,I 89,55.25,Fall,697,1001
2005,11,28,Deer - Adult Doe,Deer,TRUE,WATERBURY,I 89,65,Fall,697,1002
2005,11,29,Moose,Moose,TRUE,WHITINGHAM,VT 100,9.9,Fall,698,1003
2005,11,30,Deer - Adult Doe,Deer,TRUE,MIDDLESEX,I 89,60.8,Fall,699,1004
2005,12,1,Deer - Fawn Doe,Deer,TRUE,COVENTRY,I 91,167.8,Fall,700,1005
2005,12,1,Deer - Adult Doe,Deer,TRUE,COVENTRY,I 91,167.8,Fall,700,1006
2005,12,4,Deer - Adult Doe,Deer,TRUE,SWANTON,VT 78,1.6,Fall,703,1007
2005,12,6,Deer - Adult Buck,Deer,TRUE,BERLIN,I 89,50.2,Fall,705,1008
2005,12,6,Deer - Adult Doe,Deer,TRUE,BARNET,I 91,121.1,Fall,705,1009
2005,12,6,Bird - Owl,Bird,FALSE,RYEGATE,I 91,115.15,Fall,705,1010
2005,12,11,Deer - Adult Doe,Deer,TRUE,DERBY,I 91,172,Fall,710,1011
2005,12,11,Deer - Adult Doe,Deer,TRUE,COVENTRY,I 91,167.8,Fall,710,1012
2005,12,12,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,58.55,Fall,711,1013
2005,12,13,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,59.75,Fall,712,1014
2005,12,14,Deer - Adult Doe,Deer,TRUE,WINDSOR,I 91,54,Fall,713,1015
2005,12,15,Other,Other,FALSE,WINDSOR,I 91,54,Fall,714,1016
2005,12,19,Other,Other,FALSE,WINDSOR,I 91,58,Fall,718,1017
2005,12,19,Deer - Adult Doe,Deer,TRUE,LUNENBURG,US 2,1.8,Fall,718,1018
2005,12,20,Fox,Fox,TRUE,WINDSOR,I 91,56,Fall,719,1019
2005,12,20,Other,Other,FALSE,WINDSOR,US 5,2.4,Fall,719,1020
2005,12,21,Muskrat,Muskrat,TRUE,HARTLAND,US 5,1.3,Winter,720,1021
2005,12,22,Fisher,Fisher,TRUE,WINDSOR,I 91,55,Winter,721,1022
2005,12,23,Weasel,Weasel,TRUE,WINDSOR,I 91,58,Winter,722,1023
2005,12,23,Deer - Adult Doe,Deer,TRUE,WATERFORD,I 93,5.95,Winter,722,1024
2005,12,26,Fisher,Fisher,TRUE,HARTLAND,US 5,5.5,Winter,725,1025
